1.000000000000000861e-04 -2.974389704927024013e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 3.941102950729759868e+02
1.068164253911118775e-04 -2.948512203946415411e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 4.199877960535844181e+02
1.140974873333497835e-04 -2.920937589900491275e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 4.475624100995084973e+02
1.218748574305607892e-04 -2.891554992616285745e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 4.769450073837141417e+02
1.301823661578390291e-04 -2.860246394523630897e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 5.082536054763689322e+02
1.390561500193720655e-04 -2.826886181185215264e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 5.416138188147847359e+02
1.485348087371952930e-04 -2.791340688523996050e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 5.771593114760037224e+02
1.586595731545967951e-04 -2.753467700267231976e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.150322997327676831e+02
1.694744845845365844e-04 -2.713115944149963070e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.553840558500368161e+02
1.810265863832127495e-04 -2.670124559089191735e+03 6.737000000000000000e+06 -6.737000000000000099e+00 -0.000000000000000000e+00 6.737000000000000000e+06 -6.737000000000000000e+06 -4.680558499203735017e-310 6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -0.000000000000000000e+00 -1.483556632366573973e-314 -1.484475860769221800e-314 -1.284570679187241015e-322 0.000000000000000000e+00 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.737000000000000000e+06 -6.737000000000000000e+06 6.737000000000000000e+06 6.983754409108080381e+02
